workload,gpu,problem_size,variant,stage,tile_size,time_ms,gflops,correct,max_abs_error
gemm,V100,2048,V1,1,16,9.770976,1758.255170,1,0.002686
gemm,V100,2048,V0,0,16,8.846848,1941.919785,1,0.002686
gemm,V100,2048,Ref,0,32,1.427456,12035.305416,1,0.000000
gemm,V100,2048,V1,1,32,4.398592,3905.765573,1,0.002686
gemm,V100,2048,V0,0,32,8.764928,1960.069661,1,0.002686
gemm,V100,2048,Ref,0,64,1.427456,12035.305416,1,0.000000
gemm,V100,2048,V1,1,64,2.465280,6968.729566,1,0.002686
gemm,V100,2048,V0,0,64,8.766464,1959.726148,1,0.002686
gemm,V100,2048,Ref,0,128,1.427456,12035.305416,1,0.000000
gemm,V100,3072,Ref,0,16,4.604928,12591.306159,1,0.000000
gemm,V100,3072,V1,1,16,31.024128,1868.934352,1,0.000000
gemm,V100,3072,V0,0,16,31.578112,1836.147112,1,0.000000
gemm,V100,3072,Ref,0,32,4.604928,12591.306159,1,0.000000
gemm,V100,3072,V1,1,32,14.330880,4045.952500,1,0.000000
gemm,V100,3072,V0,0,32,31.565312,1836.891642,1,0.000000
gemm,V100,3072,Ref,0,64,4.604928,12591.306159,1,0.000000
gemm,V100,3072,V1,1,64,7.802880,7430.853724,1,0.000000
gemm,V100,3072,V0,0,64,31.592448,1835.313872,1,0.000000
gemm,V100,3072,Ref,0,128,4.604928,12591.306159,1,0.000000
gemm,V100,4096,Ref,0,16,10.214896,13454.758342,1,0.000000
gemm,V100,4096,V1,1,16,72.062977,1907.206162,1,0.000000
gemm,V100,4096,V0,0,16,72.055809,1907.395883,1,0.000000
gemm,V100,4096,Ref,0,32,10.214896,13454.758342,1,0.000000
gemm,V100,4096,V1,1,32,33.541088,4097.629542,1,0.000000
gemm,V100,4096,V0,0,32,72.049664,1907.558574,1,0.000000
gemm,V100,4096,Ref,0,64,10.214896,13454.758342,1,0.000000
gemm,V100,4096,V1,1,64,18.192385,7554.751924,1,0.000000
gemm,V100,4096,V0,0,64,72.038914,1907.843225,1,0.000000
gemm,V100,4096,Ref,0,128,10.214896,13454.758342,1,0.000000
gemm,V100,6144,Ref,0,16,33.795071,13725.565861,1,0.000000
gemm,V100,6144,V1,1,16,248.562172,1866.158733,1,0.000000
gemm,V100,6144,V0,0,16,253.444092,1830.212197,1,0.000000
gemm,V100,6144,Ref,0,32,33.795071,13725.565861,1,0.000000
gemm,V100,6144,V1,1,32,113.135616,4100.003899,1,0.000000
gemm,V100,6144,V0,0,32,253.476868,1829.975541,1,0.000000
gemm,V100,6144,Ref,0,64,33.795071,13725.565861,1,0.000000
gemm,V100,6144,V1,1,64,60.905472,7616.006481,1,0.000000
gemm,V100,6144,V0,0,64,253.418503,1830.397003,1,0.000000
gemm,V100,6144,Ref,0,128,33.795071,13725.565861,1,0.000000
gemm,V100,8192,Ref,0,16,80.556030,13649.029428,1,0.000000
gemm,V100,8192,V1,1,16,587.935730,1870.122144,1,0.000000
gemm,V100,8192,V0,0,16,596.766724,1842.447952,1,0.000000
gemm,V100,8192,Ref,0,32,80.556030,13649.029428,1,0.000000
gemm,V100,8192,V1,1,32,270.011398,4072.093381,1,0.000000
gemm,V100,8192,V0,0,32,596.776459,1842.417896,1,0.000000
gemm,V100,8192,Ref,0,64,80.556030,13649.029428,1,0.000000
gemm,V100,8192,V1,1,64,146.027527,7529.481951,1,0.000000
gemm,V100,8192,V0,0,64,596.754944,1842.484321,1,0.000000
gemm,V100,8192,Ref,0,128,80.556030,13649.029428,1,0.000000
gemm,V100,256,Ref,0,16,0.019440,1726.051034,1,0.000000
gemm,V100,256,V1,1,16,0.032768,1024.000003,1,0.000025
gemm,V100,256,V0,0,16,0.030704,1092.835851,1,0.000025
gemm,V100,256,Ref,0,32,0.019440,1726.051034,1,0.000000
gemm,V100,256,V1,1,32,0.027648,1213.629628,1,0.000025
gemm,V100,256,V0,0,32,0.030688,1093.405601,1,0.000025
gemm,V100,256,Ref,0,64,0.019440,1726.051034,1,0.000000
gemm,V100,256,V1,1,64,0.040960,819.200021,1,0.000025
gemm,V100,256,V0,0,64,0.030720,1092.266694,1,0.000025
gemm,V100,256,Ref,0,128,0.019440,1726.051034,1,0.000000
gemm,V100,512,Ref,0,16,0.042480,6319.102166,1,0.000000
gemm,V100,512,V1,1,16,0.172064,1560.090767,1,0.000069
gemm,V100,512,V0,0,16,0.168464,1593.429219,1,0.000069
gemm,V100,512,Ref,0,32,0.042480,6319.102166,1,0.000000
gemm,V100,512,V1,1,32,0.104944,2557.892407,1,0.000069
gemm,V100,512,V0,0,32,0.167440,1603.173964,1,0.000069
gemm,V100,512,Ref,0,64,0.042480,6319.102166,1,0.000000
gemm,V100,512,V1,1,64,0.077824,3449.263311,1,0.000069
gemm,V100,512,V0,0,64,0.171024,1569.577677,1,0.000069
gemm,V100,512,Ref,0,128,0.042480,6319.102166,1,0.000000
gemm,V100,1024,Ref,0,16,0.218112,9845.784068,1,0.000000
gemm,V100,1024,V1,1,16,1.250816,1716.866083,1,0.000504
gemm,V100,1024,V0,0,16,1.218080,1763.007090,1,0.000504
gemm,V100,1024,Ref,0,32,0.218112,9845.784068,1,0.000000
gemm,V100,1024,V1,1,32,0.641536,3347.409431,1,0.000504
gemm,V100,1024,V0,0,32,1.209840,1775.014588,1,0.000504
gemm,V100,1024,Ref,0,64,0.218112,9845.784068,1,0.000000
gemm,V100,1024,V1,1,64,0.451568,4755.615129,1,0.000504
gemm,V100,1024,V0,0,64,1.211920,1771.968123,1,0.000504
gemm,V100,1024,Ref,0,128,0.218112,9845.784068,1,0.000000
gemm,V100,2048,Ref,0,16,1.426448,12043.810454,1,0.000000
gemm,V100,2048,V1,1,16,9.767936,1758.802435,1,0.002686
gemm,V100,2048,V0,0,16,8.843264,1942.706786,1,0.002686
gemm,V100,2048,Ref,0,32,1.426448,12043.810454,1,0.000000
gemm,V100,2048,V1,1,32,4.397056,3907.129857,1,0.002686
gemm,V100,2048,V0,0,32,8.770560,1958.811022,1,0.002686
gemm,V100,2048,Ref,0,64,1.426448,12043.810454,1,0.000000
gemm,V100,2048,V1,1,64,2.462720,6975.973623,1,0.002686
gemm,V100,2048,V0,0,64,8.770048,1958.925406,1,0.002686
gemm,V100,2048,Ref,0,128,1.426448,12043.810454,1,0.000000
gemm,V100,3072,Ref,0,16,4.605920,12588.594795,1,0.000000
gemm,V100,3072,V1,1,16,31.060449,1866.748905,1,0.000000
gemm,V100,3072,V0,0,16,31.547392,1837.935088,1,0.000000
gemm,V100,3072,Ref,0,32,4.605920,12588.594795,1,0.000000
gemm,V100,3072,V1,1,32,14.332416,4045.518792,1,0.000000
gemm,V100,3072,V0,0,32,31.548928,1837.845584,1,0.000000
gemm,V100,3072,Ref,0,64,4.605920,12588.594795,1,0.000000
gemm,V100,3072,V1,1,64,7.802368,7431.341235,1,0.000000
gemm,V100,3072,V0,0,64,31.545856,1838.024545,1,0.000000
gemm,V100,3072,Ref,0,128,4.605920,12588.594795,1,0.000000
gemm,V100,4096,Ref,0,16,10.221056,13446.649121,1,0.000000
gemm,V100,4096,V1,1,16,71.978462,1909.445537,1,0.000000
gemm,V100,4096,V0,0,16,71.968765,1909.702813,1,0.000000
gemm,V100,4096,Ref,0,32,10.221056,13446.649121,1,0.000000
gemm,V100,4096,V1,1,32,33.543680,4097.312897,1,0.000000
gemm,V100,4096,V0,0,32,71.964127,1909.825909,1,0.000000
gemm,V100,4096,Ref,0,64,10.221056,13446.649121,1,0.000000
gemm,V100,4096,V1,1,64,18.193407,7554.327402,1,0.000000
gemm,V100,4096,V0,0,64,71.967743,1909.729941,1,0.000000
gemm,V100,4096,Ref,0,128,10.221056,13446.649121,1,0.000000
gemm,V100,6144,Ref,0,16,33.791489,13727.020813,1,0.000000
gemm,V100,6144,V1,1,16,248.496643,1866.650842,1,0.000000
gemm,V100,6144,V0,0,16,253.234146,1831.729548,1,0.000000
gemm,V100,6144,Ref,0,32,33.791489,13727.020813,1,0.000000
gemm,V100,6144,V1,1,32,113.122288,4100.486979,1,0.000000
gemm,V100,6144,V0,0,32,253.250046,1831.614547,1,0.000000
gemm,V100,6144,Ref,0,64,33.791489,13727.020813,1,0.000000
gemm,V100,6144,V1,1,64,61.325312,7563.866459,1,0.000000
gemm,V100,6144,V0,0,64,253.220352,1831.829330,1,0.000000
gemm,V100,6144,Ref,0,128,33.791489,13727.020813,1,0.000000
gemm,V100,8192,Ref,0,16,80.890366,13592.615383,1,0.000000
gemm,V100,8192,V1,1,16,587.803101,1870.544110,1,0.000000
gemm,V100,8192,V0,0,16,596.251160,1844.041072,1,0.000000
gemm,V100,8192,Ref,0,32,80.890366,13592.615383,1,0.000000
gemm,V100,8192,V1,1,32,267.878906,4104.509919,1,0.000000
gemm,V100,8192,V0,0,32,596.178955,1844.264408,1,0.000000
gemm,V100,8192,Ref,0,64,80.890366,13592.615383,1,0.000000
gemm,V100,8192,V1,1,64,145.708031,7545.991957,1,0.000000
gemm,V100,8192,V0,0,64,596.123138,1844.437092,1,0.000000
gemm,V100,8192,Ref,0,128,80.890366,13592.615383,1,0.000000
